name,host_id,borough,neighbourhood,latitude,longitude,room_type,price,minimum_nights
Carriage House Too (2),4524130,Brooklyn,Clinton Hill,40.68713000000000334921423927880823612213134765625,-73.9673599999999993315213941968977451324462890625,Entire home/apt,180,1
Adorable 2-bed 1-bth w/ free parking 3miles to JFK,149365996,Queens,Springfield Gardens,40.67365000000000208046913030557334423065185546875,-73.7601800000000054069460020400583744049072265625,Entire home/apt,150,1
Private 1 Bedroom Full Apartment with Good Commute,334611519,Queens,Flushing,40.756360000000000809450284577906131744384765625,-73.8036900000000031241143005900084972381591796875,Entire home/apt,99,1
Private house 5 minutes from AIRPORT JFK & CASINO,416179654,Queens,Jamaica,40.6794000000000011141310096718370914459228515625,-73.7965300000000041791281546466052532196044921875,Entire home/apt,159,1
No sharing/entire 3 bedroom Lga home sweet home,156948703,Queens,East Elmhurst,40.76941000000000059344529290683567523956298828125,-73.8713900000000052159521146677434444427490234375,Entire home/apt,132,1
Famous Manhattan Hamilton Heights  nice Apartment,87629139,Manhattan,Harlem,40.82484000000000179397829924710094928741455078125,-73.948970000000002755768946371972560882568359375,Entire home/apt,188,1
Dream DollHouse,359913981,Bronx,Parkchester,40.8330399999999968940755934454500675201416015625,-73.8690600000000046065906644798815250396728515625,Entire home/apt,180,1
Downtown with FREE parking/EV charging/JFK/LGA/UBS,162927656,Queens,Jamaica,40.69134999999999990905052982270717620849609375,-73.806700000000006411937647499144077301025390625,Entire home/apt,220,1
Lovely 1 Bedroom with Patio,50138907,Manhattan,Theater District,40.75903000000000275804268312640488147735595703125,-73.9842699999999950932760839350521564483642578125,Entire home/apt,350,1
Great One Bedroom  Apartment Next  Empire State #8,177174475,Manhattan,Midtown,40.74615000000000009094947017729282379150390625,-73.988820000000004029061528854072093963623046875,Entire home/apt,137,1
Studio w/ Great Location near train station,79923089,Brooklyn,Williamsburg,40.712029999999998608473106287419795989990234375,-73.9653200000000055069904192350804805755615234375,Entire home/apt,244,1
"Private, Amazing Studio Family Near 5th avenue # 3",48088611,Manhattan,Midtown,40.746319999999997207851265557110309600830078125,-73.987120000000004438334144651889801025390625,Entire home/apt,115,1
1 King Size BR/ Entire Apt,438474320,Brooklyn,Gravesend,40.58593745221315884919022209942340850830078125,-73.9688035021696350668207742273807525634765625,Entire home/apt,107,1
"GET THE WHOLE APARTMENT - FURNISHED, CLEAN, COZY",233434420,Bronx,Mount Eden,40.83809999999999718056642450392246246337890625,-73.9148500000000012732925824820995330810546875,Entire home/apt,120,1
"Apartamento en el BRONX. Buena zona TREN 4, D y B.",459915744,Bronx,Mount Hope,40.84665700000000043701220420189201831817626953125,-73.9110179999999985511749400757253170013427734375,Entire home/apt,249,1
Amazing 2BR in Midtown! Near Times Square!,345162226,Manhattan,Hell's Kitchen,40.76281999999999783312887302599847316741943359375,-73.990350000000006502887117676436901092529296875,Entire home/apt,350,1
Perfect Location 3BR Loft! Mins to Time Square!,285016445,Manhattan,Hell's Kitchen,40.7548900000000031695890356786549091339111328125,-73.9934400000000067620931076817214488983154296875,Entire home/apt,250,1
Lovely studio apartment,353975212,Queens,Long Island City,40.74635299999999915598891675472259521484375,-73.940483000000000401996658183634281158447265625,Entire home/apt,170,1
Rejuvenate House,365141716,Queens,Ozone Park,40.683999999999997498889570124447345733642578125,-73.8413599999999945566742098890244960784912109375,Entire home/apt,130,1
Luxury 1-bedroom condominium 10 mins away from JFK,346001746,Queens,Howard Beach,40.66407000000000238060238189063966274261474609375,-73.8550800000000009504219633527100086212158203125,Entire home/apt,139,1
Beautiful Loft Apartment in Brooklyn,84464154,Brooklyn,Prospect Heights,40.6779999999999972715158946812152862548828125,-73.9638499999999936562744551338255405426025390625,Entire home/apt,250,1
Studio 21,18057505,Brooklyn,East Flatbush,40.66071000000000168483893503434956073760986328125,-73.9271399999999943020156933926045894622802734375,Entire home/apt,126,1
Two bed room on 12th floor.,388603242,Manhattan,Midtown,40.74671000000000020691004465334117412567138671875,-73.986909999999994624886312521994113922119140625,Entire home/apt,350,1
Lovely one bedroom studio JFK 5mins / Laguardia 15,251772611,Queens,Jamaica,40.66958000000000339468897436745464801788330078125,-73.7712700000000012323653209023177623748779296875,Entire home/apt,86,1
Artists loft in Brooklyn's trendiest neighborhood,67258884,Brooklyn,Bushwick,40.70199000000000211230144486762583255767822265625,-73.9224200000000024601831682957708835601806640625,Entire home/apt,175,1
Private Rooftop Hidden Gem Studio,461252637,Manhattan,Midtown,40.7476199999999977308107190765440464019775390625,-73.9889299999999963119989843107759952545166015625,Entire home/apt,264,1
Newly Renovated Suite in BK. 20 Min from NYC!,20336287,Brooklyn,Bushwick,40.69955999999999818328433320857584476470947265625,-73.91798000000000001818989403545856475830078125,Entire home/apt,142,1
"Modern garden level duplex with patio, 2br, 1.5 ba",385859541,Brooklyn,Bedford-Stuyvesant,40.67976999999999776491677039302885532379150390625,-73.9095400000000068985173129476606845855712890625,Entire home/apt,200,1
Cozy home for visiting couples,81320394,Queens,Cambria Heights,40.6954300000000017689671949483454227447509765625,-73.7288199999999989131538313813507556915283203125,Entire home/apt,120,1
Lovely 2 bedroom Appartment in Brooklyn,231048960,Brooklyn,Bedford-Stuyvesant,40.6805599999999998317434801720082759857177734375,-73.9389400000000023283064365386962890625,Entire home/apt,269,1
Incredible Loft in Tribeca,12637244,Manhattan,Tribeca,40.7194199999999995043253875337541103363037109375,-74.009489999999999554347596131265163421630859375,Entire home/apt,600,1
Light & Airy 2 Bedroom Creative Apartment,19235293,Brooklyn,Williamsburg,40.707353204884014985509566031396389007568359375,-73.9604461520781484296094276942312717437744140625,Entire home/apt,230,1
Modern Midtown Apartment  With Nice View In NYC #8,343381111,Manhattan,Midtown,40.746049999999996771293808706104755401611328125,-73.988439999999997098711901344358921051025390625,Entire home/apt,120,1
2 bedroom home - 25 mins to Dumbo,365141716,Queens,Ozone Park,40.6825299999999998590283212251961231231689453125,-73.84329999999999927240423858165740966796875,Entire home/apt,170,1
Great Apartment for Rent in peaceful Location,460348862,Bronx,North Riverdale,40.90366000000000212821760214865207672119140625,-73.9067380000000042628016672097146511077880859375,Entire home/apt,110,1
McBee's Airbnb Queens,176850650,Queens,Cambria Heights,40.69951999999999969759301166050136089324951171875,-73.7412800000000032696334528736770153045654296875,Entire home/apt,140,1
PRIME Bushwick Location!  2 bedroom with backyard,252643530,Brooklyn,Bushwick,40.70038000000000266709321294911205768585205078125,-73.923550000000005866240826435387134552001953125,Entire home/apt,150,1
"NYC ""Friends"" Themed 4Bed 2Bath Close to Manhattan",441365757,Bronx,Mott Haven,40.81154000000000081627149484120309352874755859375,-73.9181899999999956207830109633505344390869140625,Entire home/apt,389,1
Ideal Home-Deluxe & Spacious Apt In Financial Hub,9750462,Manhattan,Financial District,40.70427000000000106183506431989371776580810546875,-74.0084499999999962938090902753174304962158203125,Entire home/apt,384,1
Modern Sanitized 1-bedroom w/ doorman & elevator,63311662,Manhattan,Upper East Side,40.7659323999999969601049087941646575927734375,-73.9550579999999939673216431401669979095458984375,Entire home/apt,215,1
New York City View 2 Bedroom APT in Midtown,341752262,Manhattan,Chelsea,40.74835999999999813780959811992943286895751953125,-73.98899000000000114596332423388957977294921875,Entire home/apt,991,1
Cozy Apartment Studio Near Times Square!,365589126,Manhattan,Hell's Kitchen,40.7536300000000011323209037072956562042236328125,-73.9957299999999946749085211195051670074462890625,Entire home/apt,125,1
"Qazaq Style 3 Bedroom apt.,15 Mins to Manhattan",455683614,Brooklyn,Bedford-Stuyvesant,40.67922999999999689180185669101774692535400390625,-73.9426500000000004320099833421409130096435546875,Entire home/apt,582,1
Peaceful 2 bedrooms  apartment in Forest Hills,157258551,Queens,Forest Hills,40.73295999999999850160747882910072803497314453125,-73.8472199999999929787009023129940032958984375,Entire home/apt,135,1
2BR Penthouse w/ pool&gym at the heart of Brooklyn,3961158,Brooklyn,Downtown Brooklyn,40.6958300000000008367351256310939788818359375,-73.9833100000000030149749363772571086883544921875,Entire home/apt,300,1
Lovely 2 Bedroom Lower lever Unit with cozy yard,463852482,Queens,South Ozone Park,40.67481000000000079808160080574452877044677734375,-73.8096100000000063801053329370915889739990234375,Entire home/apt,102,1
"Lovely, 1 bedroom apartment in the bronx.",375297023,Bronx,Wakefield,40.88353000000000037061909097246825695037841796875,-73.85160999999999376086634583771228790283203125,Entire home/apt,103,1
"Lovely 1-bedroom unit in Williamsburg, Brooklyn.",461850710,Brooklyn,Williamsburg,40.710070000000001755324774421751499176025390625,-73.9430799999999948113327263854444026947021484375,Entire home/apt,205,1
Modern Farmhouse 2-bedroom Home 10-min from JFK!,1565828,Queens,Laurelton,40.6830700000000007321432349272072315216064453125,-73.733969999999999345163814723491668701171875,Entire home/apt,175,1
Modern 1 BR Apartment w/ balcony in Astoria,3861392,Queens,Astoria,40.7671399999999977126208250410854816436767578125,-73.925340000000005602487362921237945556640625,Entire home/apt,222,1
"Sunny, quiet 2-bedroom with office in Park Slope",273792273,Brooklyn,Park Slope,40.66978000000000292857293970882892608642578125,-73.9825900000000018508217181079089641571044921875,Entire home/apt,250,1
Artist cove studio bedroom in Queens,461340832,Queens,Forest Hills,40.73539120000000224308678298257291316986083984375,-73.8552461999999962927176966331899166107177734375,Entire home/apt,75,1
NYC-Tiny Guest house with a Caribbean vibe.,200950980,Queens,Arverne,40.595269999999999299689079634845256805419921875,-73.7933000000000021145751816220581531524658203125,Entire home/apt,201,1
Freshly renovated 2-Bedroom Brooklyn vacation apt,461132126,Brooklyn,Prospect-Lefferts Gardens,40.6618799999999964711605571210384368896484375,-73.9412999999999982492226990871131420135498046875,Entire home/apt,220,1
Park Slope Townhouse: Private Full-Floor 2 Bedroom,1132121,Brooklyn,Park Slope,40.680689999999998462953954003751277923583984375,-73.9805900000000065119820646941661834716796875,Entire home/apt,338,1
Unique 1 bdrm with Huge Yard in Vinegar Hill/Dumbo,48880473,Brooklyn,Vinegar Hill,40.70380999999999716010279371403157711029052734375,-73.9798300000000068621375248767435550689697265625,Entire home/apt,137,1
Unforgettable 2BR apt with incredible selfie wall.,393283611,Brooklyn,East New York,40.67491499999999859937815926969051361083984375,-73.8784179999999963683876558206975460052490234375,Entire home/apt,130,1
Amazing NYC Themed Apartment,391622090,Brooklyn,Flatlands,40.6272799999999989495336194522678852081298828125,-73.9213500000000038880898500792682170867919921875,Entire home/apt,101,1
Luxury Penthouse Suite near Central Park,231281049,Manhattan,Midtown,40.764690000000001646185410209000110626220703125,-73.9812239999999974315869621932506561279296875,Entire home/apt,412,1
Lovely studio 5 minutes away from Lga airport.,464102537,Queens,East Elmhurst,40.76762999999999692590790800750255584716796875,-73.8758399999999966212271829135715961456298828125,Entire home/apt,100,1
Chelsea elegant two bedrooms private apartment,358288637,Manhattan,Chelsea,40.7504100000000022419044398702681064605712890625,-73.998230000000006612026481889188289642333984375,Entire home/apt,367,1
Private suite in Forest Hills,461340832,Queens,Forest Hills,40.73539000000000243062459048815071582794189453125,-73.8552470000000056415956350974738597869873046875,Entire home/apt,130,1
420 Friendly 3 bedroom space!,459578759,Brooklyn,Crown Heights,40.67609999999999814690454513765871524810791015625,-73.9172200000000003683453542180359363555908203125,Entire home/apt,227,1
Beautiful 4-bedroom rental unit in Bushwick,26349246,Brooklyn,Bushwick,40.69803999999999888359525357373058795928955078125,-73.9318200000000018690116121433675289154052734375,Entire home/apt,211,1
1 King Bed Suite at Holiday Inn Express Woodside,449205102,Queens,Woodside,40.74161000000000143472789204679429531097412109375,-73.9019200000000040517988963983952999114990234375,Entire home/apt,178,1
Great 2 bedroom in the heart of astoria,104277076,Queens,Astoria,40.75699999999999789679350215010344982147216796875,-73.9156799999999947203832562081515789031982421875,Entire home/apt,160,1
Spacious and serene one bedroom apartment,449600773,Bronx,Williamsbridge,40.87960000000000349018591805361211299896240234375,-73.8491700000000008685674401931464672088623046875,Entire home/apt,98,1
"Cozy, sunlit & spacious 3 bedroom Brooklyn gem.",449578174,Brooklyn,Bushwick,40.68816000000000343561623594723641872406005859375,-73.9117399999999946658135741017758846282958984375,Entire home/apt,184,1
Modern Prospect Garden Oasis,8792814,Brooklyn,Crown Heights,40.6638099999999980127540766261518001556396484375,-73.953429999999997335180523805320262908935546875,Entire home/apt,94,1
Pam’s Place,60351850,Queens,Springfield Gardens,40.689289999999999736246536485850811004638671875,-73.74912000000000489308149553835391998291015625,Entire home/apt,125,1
Private room for short stay NearJFK Airport queens,58118531,Queens,Laurelton,40.66819000000000272621036856435239315032958984375,-73.7426099999999991041477187536656856536865234375,Entire home/apt,75,1
Spectacular studio loft with breathtaking views!,435341575,Brooklyn,Greenpoint,40.72921000000000191221261047758162021636962890625,-73.9583300000000036789060686714947223663330078125,Entire home/apt,314,1
Guest Room with 1 King Bed at Aloft Long Island City,449162380,Queens,Long Island City,40.749200000000001864464138634502887725830078125,-73.9408800000000070440364652313292026519775390625,Entire home/apt,151,1
One Bedroom Queen at Times Square Central,415974026,Manhattan,Theater District,40.75437000000000153931978275068104267120361328125,-73.9846600000000051977622206322848796844482421875,Entire home/apt,236,1
Spacious 1 Bdrm Apt in the Heart of the Heights,77820704,Manhattan,Washington Heights,40.853690000000000281943357549607753753662109375,-73.9330499999999943838702165521681308746337890625,Entire home/apt,127,1
A+ Location Classic Queen Studio & Futon #4,348619646,Manhattan,Midtown,40.746859999999998080966179259121417999267578125,-73.988709999999997535269358195364475250244140625,Entire home/apt,185,1
"3 bed 1 bath, 10 min to Manhattan",230705060,Queens,Long Island City,40.75858000000000203044692170806229114532470703125,-73.9420300000000025875124265439808368682861328125,Entire home/apt,312,1
Best of both worlds! Studio w/ Backyard & Parking.,3272988,Queens,Ridgewood,40.70848000000000155296220327727496623992919921875,-73.9171999999999940200723358429968357086181640625,Entire home/apt,200,1
Upper East Side/ East Harlem 1 Bedroom,126473908,Manhattan,East Harlem,40.788600000000002410160959698259830474853515625,-73.947959999999994806785252876579761505126953125,Entire home/apt,214,1
3BDRM Apartment in Downtown Manhattan*Sleeps 6-7 *,435361795,Manhattan,East Village,40.7230100000000021509549696929752826690673828125,-73.9750099999999974897946231067180633544921875,Entire home/apt,263,1
Lovely rental unit with patio,11855185,Manhattan,Midtown,40.75896999999999792407834320329129695892333984375,-73.9656800000000060890670283697545528411865234375,Entire home/apt,210,1
Amazing 2 Bed Apart. with Beach and garden access,443464580,Bronx,Throgs Neck,40.81143999999999749661583337001502513885498046875,-73.8041199999999975034370436333119869232177734375,Entire home/apt,120,1
Budget studio in Brooklyn NY❤️near JFK✈️ & metro🚊,70959022,Brooklyn,East New York,40.67112999999999800593286636285483837127685546875,-73.871139999999996916812960989773273468017578125,Entire home/apt,102,1
Lovely 1-bedroom Rental Unit! Lenox Hill!,374032448,Manhattan,Upper East Side,40.76022999999999996134647517465054988861083984375,-73.96089000000000623913365416228771209716796875,Entire home/apt,125,1
2 Queen Beds Suite Bed at Holiday Inn Express Woodside,449205102,Queens,Maspeth,40.74128999999999933834260446019470691680908203125,-73.902479999999997062332113273441791534423828125,Entire home/apt,188,1
Lovely Short Stay Brooklyn - 1Bd/1Bth,303176278,Brooklyn,East Flatbush,40.64291999999999660531102563254535198211669921875,-73.9512399999999985311660566367208957672119140625,Entire home/apt,99,1
Amazing 5BD Duplex House w/ 1 free parking,26349246,Brooklyn,Bushwick,40.6884000000000014551915228366851806640625,-73.91689999999999827196006663143634796142578125,Entire home/apt,232,1
Entire house/single room/small gathering option,311794741,Queens,Rosedale,40.65619000000000227146301767788827419281005859375,-73.728939999999994370227796025574207305908203125,Entire home/apt,170,1
Villa Masino.,461263600,Staten Island,Tottenville,40.5071140000000013969838619232177734375,-74.2519070000000027675923774950206279754638671875,Entire home/apt,157,1
"2 Bedroom Beach House, Self Check In, Free Parking",288193483,Queens,Arverne,40.59461999999999903820935287512838840484619140625,-73.7911600000000049703885451890528202056884765625,Entire home/apt,130,1
Adorable 2-bedroom place with free parking,455130272,Queens,Laurelton,40.6675699999999977762854541651904582977294921875,-73.74115000000000463842297904193401336669921875,Entire home/apt,176,1
SUITE APARTMENT NEAR LGA,388759271,Queens,East Elmhurst,40.764149000000003297827788628637790679931640625,-73.862166999999999461579136550426483154296875,Entire home/apt,135,1
Fabulous February Stay,56775629,Queens,Bellerose,40.7275599999999968758856994099915027618408203125,-73.7298700000000053478288464248180389404296875,Entire home/apt,83,1
"Cozy Harlem apartment, close to trains and buses.",355804818,Manhattan,Harlem,40.8250699999999966394170769490301609039306640625,-73.9415099999999938518158160150051116943359375,Entire home/apt,140,1
2 Bedroom Apartment with Good Commute,334611519,Queens,Flushing,40.7555899999999979854692355729639530181884765625,-73.8029700000000019599610823206603527069091796875,Entire home/apt,140,1
Lovely 2 bedroom aparment in queens,447733927,Queens,Elmhurst,40.74206000000000216232365346513688564300537109375,-73.8764699999999976398612488992512226104736328125,Entire home/apt,140,1
lovely 3br ground floor apt with outdoor space .,100107219,Brooklyn,Bedford-Stuyvesant,40.68390000000000128466126625426113605499267578125,-73.9458499999999929741534288041293621063232421875,Entire home/apt,203,1
"Queens 2BR Apartment- 10 to LGA, Wi-Fi & Amenities",420975523,Queens,Maspeth,40.7364400000000017598722479306161403656005859375,-73.895070000000004029061528854072093963623046875,Entire home/apt,90,1
Charming 3BR in Heart of Manhattan! A+ Location,286228252,Manhattan,Hell's Kitchen,40.7536300000000011323209037072956562042236328125,-73.9948200000000042564352042973041534423828125,Entire home/apt,250,1
Modern 2BR Apartment Wi-Fi & Amenities - 10 to LGA,420975523,Queens,Maspeth,40.73682000000000158479451783932745456695556640625,-73.896690000000006648406269960105419158935546875,Entire home/apt,91,1
Sun filled Brooklyn studio 2 min walk to A/C train,29583716,Brooklyn,Bedford-Stuyvesant,40.67999300000000317822923534549772739410400390625,-73.9522709999999960928107611835002899169921875,Entire home/apt,125,1
Cheerful Newly Renovated house for your family .,447898729,Brooklyn,Mill Basin,40.6108100000000007412381819449365139007568359375,-73.923079999999998790372046642005443572998046875,Entire home/apt,181,1
Private Parking+1 BedroomUnit,274604450,Queens,Rego Park,40.72921999999999798092176206409931182861328125,-73.8694600000000036743585951626300811767578125,Entire home/apt,116,1
Petite loft close to Penn Station,370725742,Manhattan,Midtown,40.747849999999999681676854379475116729736328125,-73.9887499999999960209606797434389591217041015625,Entire home/apt,115,1
2bd 2.5 bth duplex off Queens Blvd in Jamaica,111723789,Queens,Briarwood,40.71589000000000169166014529764652252197265625,-73.823499999999995679900166578590869903564453125,Entire home/apt,265,1
HUGE Luxury Studio S. Cellar,93382182,Brooklyn,East Flatbush,40.6419599999999974215825204737484455108642578125,-73.92883000000000492946128360927104949951171875,Entire home/apt,500,1
"Adorable studio, cozy & newly renovated",447283837,Brooklyn,East Flatbush,40.6555790000000030204319045878946781158447265625,-73.9315030000000064092091633938252925872802734375,Entire home/apt,103,1
Lovely 1 bedroom apartment in queens,415122602,Queens,Whitestone,40.78352000000000288082446786575019359588623046875,-73.814089999999993096935213543474674224853515625,Entire home/apt,128,1
Lovely 1 Bedroom Apartment in Whitestone/Queens,448183921,Queens,Whitestone,40.776960000000002537490217946469783782958984375,-73.8122900000000043974068830721080303192138671875,Entire home/apt,112,1
Lovely 1-bedroom condo in NY,449410335,Manhattan,Washington Heights,40.85867999999999966576069709844887256622314453125,-73.925579999999996516635292209684848785400390625,Entire home/apt,220,1
Cheerful One Bedroom.  420 Friendly,447616717,Bronx,Parkchester,40.83357000000000169848135556094348430633544921875,-73.85827000000000452928361482918262481689453125,Entire home/apt,71,1
Best corner in williamsburg by Art & Maria,126503835,Brooklyn,Williamsburg,40.716419999999999390638549812138080596923828125,-73.9659099999999938290784484706819057464599609375,Entire home/apt,414,1
Lovely 1 bedroom with indoor fireplace,463941003,Queens,Forest Hills,40.72259999999999990905052982270717620849609375,-73.854680000000001882654032669961452484130859375,Entire home/apt,179,1
SPACIOUS 3 BEDROOM DUPLEX FOR 10 PEOPLE,464258563,Brooklyn,Bedford-Stuyvesant,40.679090000000002191882231272757053375244140625,-73.944040000000001100488589145243167877197265625,Entire home/apt,448,1
Amazing Studio- Upper East Site Manhattan,434407568,Manhattan,Upper East Side,40.774079999999997880877344869077205657958984375,-73.950839999999999463398125953972339630126953125,Entire home/apt,300,1
Wonderful Getaway in Bedford-Stuyvesant Brooklyn,18397763,Brooklyn,Bedford-Stuyvesant,40.68482000000000198269844986498355865478515625,-73.9407599999999973761077853851020336151123046875,Entire home/apt,172,1
One of a kind loft like space Manhattan. Sleeps 9,459478010,Manhattan,Chelsea,40.75222999999999728970578871667385101318359375,-74.00249999999999772626324556767940521240234375,Entire home/apt,1216,1
Stylish Loft in East Midtown NYC! #4402,458591926,Manhattan,Midtown,40.7507599999999996498445398174226284027099609375,-73.9697699999999969122654874809086322784423828125,Entire home/apt,152,1
Cozy and Chic Studio Loft in Midtown NYC! #3302,458591926,Manhattan,Midtown,40.75238999999999833789843250997364521026611328125,-73.9700100000000020372681319713592529296875,Entire home/apt,154,1
Manhattan loft Studio located Midtown NYC! #3303,458591926,Manhattan,Midtown,40.75247999999999848341758479364216327667236328125,-73.97007999999999583451426587998867034912109375,Entire home/apt,160,1
Chic Midtown Studio with Patio #2203,458591926,Manhattan,Midtown,40.75254000000000331738192471675574779510498046875,-73.971190000000007103153620846569538116455078125,Entire home/apt,154,1
Sunny Loft located in Midtown-East #4403,458591926,Manhattan,Midtown,40.75262000000000028876456781290471553802490234375,-73.9695099999999996498445398174226284027099609375,Entire home/apt,146,1
Cozy and Chic 2BD Loft in Midtown NY! #3301,458591926,Manhattan,Midtown,40.75079000000000206682670977897942066192626953125,-73.96962999999999510691850446164608001708984375,Entire home/apt,283,1
Stylish 2BD Apartment in NYC #4401,458591926,Manhattan,Midtown,40.75036999999999665078576072119176387786865234375,-73.970990000000000463842297904193401336669921875,Entire home/apt,234,1
Beautiful Studio with Patio in Midtown NYC! #2202,458591926,Manhattan,Midtown,40.75043000000000148475010064430534839630126953125,-73.969930000000005065885488875210285186767578125,Entire home/apt,166,1
Nice and cozy place to stay.,345861676,Brooklyn,Canarsie,40.6360499999999973397279973141849040985107421875,-73.8881300000000038608050090260803699493408203125,Entire home/apt,88,1
Beautiful Newly Renovated One Family House,119645121,Brooklyn,East New York,40.65991000000000354930307366885244846343994140625,-73.8952599999999932833816274069249629974365234375,Entire home/apt,357,1
NY Brooklyn Modern new apartment,77063818,Brooklyn,Sunset Park,40.6481500000000011141310096718370914459228515625,-74.0079700000000002546585164964199066162109375,Entire home/apt,108,1
Stylish & Spacious 2Bedrooms Duplex in Brooklyn NY,440921674,Brooklyn,East New York,40.6654199999999974579623085446655750274658203125,-73.8868400000000065119820646941661834716796875,Entire home/apt,213,1
Home Away From Home,62627585,Queens,Jamaica,40.6815610000000020818333723582327365875244140625,-73.77487899999999854117049835622310638427734375,Entire home/apt,136,1
Lovely 1 bedroom apartment with  outdoor balcony,455637441,Brooklyn,Gravesend,40.5909400000000033514879760332405567169189453125,-73.988619999999997389750205911695957183837890625,Entire home/apt,112,1
Private 2 bedroom apartment.,246923606,Queens,Jamaica,40.677649999999999863575794734060764312744140625,-73.7980400000000003046807250939309597015380859375,Entire home/apt,122,1
Stunning 2-Bedrooms Duplex Apt in Brooklyn NY,440921674,Brooklyn,East New York,40.6665119999999973288140608929097652435302734375,-73.8876039999999960627974360249936580657958984375,Entire home/apt,208,1
Cozy 1bd/1ba apartment in the heart of Bay Ridge!,321874163,Brooklyn,Bay Ridge,40.62731999999999743522494100034236907958984375,-74.0279599999999931014826870523393154144287109375,Entire home/apt,115,1
Private Studio with 24-hour Free Street Parking,454300308,Bronx,Pelham Bay,40.8506000000000000227373675443232059478759765625,-73.836870000000004665707820095121860504150390625,Entire home/apt,102,1
2 BR Suite near JFK w. Keyless entry.,174197082,Queens,Rosedale,40.65785000000000337649908033199608325958251953125,-73.7272600000000011277734301984310150146484375,Entire home/apt,170,1
Lovely Fully Renovated 2BR Loft Near Prospect Park,459605511,Brooklyn,Kensington,40.63378999999999763304003863595426082611083984375,-73.9676199999999965939423418603837490081787109375,Entire home/apt,206,1
Stylish and Cozy Apartment,77063818,Brooklyn,Bay Ridge,40.63362099999999799138095113448798656463623046875,-74.0182340000000067448127083480358123779296875,Entire home/apt,85,1
Big Apt Central ♥️ Astoria near LaGuardia Airport,432811481,Queens,Ditmars Steinway,40.78155000000000285353962681256234645843505859375,-73.916259999999994079189491458237171173095703125,Entire home/apt,125,1
Luxurious free st parkng king bed  central smartTV,489804886,Manhattan,Upper East Side,40.7732077400744827855305629782378673553466796875,-73.95052804929611056650173850357532501220703125,Entire home/apt,381,1
My heart belongs in Brooklyn cozy home,450443676,Brooklyn,Bedford-Stuyvesant,40.68632000000000203954186872579157352447509765625,-73.9230199999999939564077067188918590545654296875,Entire home/apt,200,1
Luxury Apt in NYC/NJ | Free Parking | Near Train,458447508,Staten Island,Prince's Bay,40.524979999999999336068867705762386322021484375,-74.2151400000000052159521146677434444427490234375,Entire home/apt,171,1
Apartamento completo cómodo y moderno,150551412,Queens,Howard Beach,40.66165910204787081738686538301408290863037109375,-73.83774665991091978867189027369022369384765625,Entire home/apt,108,1
Spacious Apt in Historic Brooklyn Neighborhood,68296703,Brooklyn,Crown Heights,40.67372999999999905185177340172231197357177734375,-73.9272500000000007958078640513122081756591796875,Entire home/apt,104,1
Lovely apartment in heart of super safe Astoria,300441683,Queens,Astoria,40.76662999999999925648808130063116550445556640625,-73.925420000000002573870006017386913299560546875,Entire home/apt,97,1
The Gwendolyn - Luxury Oasis Stay - UBS/ JFK/ LGA,457438946,Queens,Hollis,40.70955000000000012505552149377763271331787109375,-73.7626699999999999590727384202182292938232421875,Entire home/apt,114,1
Newly Renovated 2 bedrooms home with backyard,447898729,Brooklyn,Mill Basin,40.6112940000000008922143024392426013946533203125,-73.922156999999998561179381795227527618408203125,Entire home/apt,219,1
Lovely 2-Bedroom Apartment near MTA Bus,334611519,Queens,Flushing,40.7559499999999985675458447076380252838134765625,-73.805149999999997589839040301740169525146484375,Entire home/apt,137,1
It is a cozy apartment,450345002,Brooklyn,Brighton Beach,40.57939999999999969304553815163671970367431640625,-73.959149999999993951860233210027217864990234375,Entire home/apt,132,1
Cozy and stylish studio semi-basement apartment,19418202,Bronx,Van Nest,40.8453200000000009595169103704392910003662109375,-73.8658999999999963392838253639638423919677734375,Entire home/apt,93,1
A One Bedroom Suite with Kitchen & Backyard,405671301,Bronx,Eastchester,40.88763999999999754209056845866143703460693359375,-73.8161199999999979581843945197761058807373046875,Entire home/apt,88,1
Lovely 2 bedroom apartment with deck and pool,447895924,Brooklyn,Crown Heights,40.67266000000000047975845518521964550018310546875,-73.9148100000000027876012609340250492095947265625,Entire home/apt,599,1
2-Bedroom Private Condo close to JFK/LGA/NYC,457467711,Queens,Richmond Hill,40.68350000000000221689333557151257991790771484375,-73.82985999999999648935045115649700164794921875,Entire home/apt,172,1
Lovely and cozy 2-bedroom unit in Brooklyn,66765288,Brooklyn,Sunset Park,40.6515399999999971214492688886821269989013671875,-74.0098200000000048248693929053843021392822265625,Entire home/apt,150,1
